,Input Your Factors Returns Here - examples B3 to K3 can be replaced,,,,,,,,,,Input Security Returns here  - examples B3 to K3 can be replaced,,,,,,,,,
,Risk Factor 1 - S&P500,Risk Factor 2,Risk Factor 3,Risk Factor 4,Risk Factor 5,Risk Factor 6,Risk Factor 7,Risk Factor 8,Risk Factor 9,Risk Factor 10,Security Return 1,Security Return 2,Security Return 3,Security Return 4,Security Return 5,Security Return 6,Security Return 7,Security Return 8,Security Return 9,Security Return 10
30/6/16,0.002391985,-0.001581602,0.002624537,0.000120996,0.0144,0.000801274,-0.002901567,0.012545029,0.183133333,0.007679646,0.001685761,-0.000682054,0.010727839,0.005653611,-0.00282674,-0.001312574,0.002997423,-0.012917207,-0.014038069,0.008846804
29/7/16,0.036001277,-0.001683636,-0.006396332,-0.001799091,-0.0376,-0.100570019,0.020605641,-0.017499976,-0.007433333,0.00536043,0.022291499,0.01267572,0.00625817,0.021593838,0.031893842,0.00728549,0.0239054,0.025368325,0.029482138,0.033600919
31/8/16,0.001206242,0.000539565,0.005136998,-0.000225217,0.0155,0.017536043,0.016195223,0.012662332,-0.1071,0.006842912,0.002667747,0.003598199,-0.004846806,-0.000131524,0.005114487,-0.018151405,-0.001614022,0.021706296,0.024707869,0.010717755
30/9/16,-1.33E-05,0.00079234,-0.005838594,-3.95E-05,-0.0013,0.040610367,0.010285454,-0.005738018,-0.136566667,0.006470089,0.007471914,0.000623427,0.000937604,0.00443552,0.011449294,-0.01229664,0.011308916,0.006612012,0.005319559,0.010649367
31/10/16,-0.018610206,0.000968095,0.030759279,-0.000640238,0.0377,-0.015085144,-0.029014045,0.008166146,0.055966667,0.009437324,-0.008408469,0.004048831,-0.001930201,0.003337129,-0.015348659,-0.012678489,-0.007314433,-0.01188205,0.028685401,-0.024998109
30/11/16,0.036266923,0.002565,0.030560782,-0.000475,-0.0373,0.025032832,0.066935804,0.034012129,0.253466667,0.00645334,0.021898402,0.0059589,0.00266934,0.000925771,0.037363916,-0.003156181,0.012433625,0.022573747,0.003887095,0.04953296
30/12/16,0.019207568,0.002905,0.006970722,-0.002299048,0.0071,0.046074716,0.009067361,0.012268355,-0.0952,0.007171867,0.009659438,0.005047692,0.001024206,0.017704467,0.010936312,0.015651965,0.014936049,0.00784756,0.041414144,0.035632888
31/1/17,0.018388711,-0.000665,-0.02675128,-0.001105952,-0.0205,-0.014228014,-0.015984169,-0.026044258,-0.191766667,0.005482457,0.009605018,0.005614479,-0.000720561,0.014618917,0.009793524,0.011753019,0.011190588,0.027419497,0.012396131,0.030053749
28/2/17,0.038537304,-0.000208684,0.01602969,-6.45E-05,0.0093,0.002321947,-0.018891361,-0.005406601,-0.161033333,0.005706583,0.004937343,0.002363454,-0.002215569,0.000552369,0.009259187,0.018038516,0.001470193,0.002271039,-0.006691624,-0.006578171
31/3/17,0.00086579,-0.001587185,-0.007643855,-0.000227918,-0.0055,-0.039933656,0.000678856,-0.021737403,-0.1284,0.005618702,0.003946053,0.010160056,0.007894719,-0.000800467,0.001958992,-0.000384136,0.007827349,0.013987716,-0.040987803,-0.006780966
28/4/17,0.009718659,-0.002449657,-0.013039302,0.000743707,-0.0155,-0.021286393,0.000389321,-0.0244907,-0.0669,0.005258697,0.005648087,0.006030933,0.005864858,0.004455606,0.005088419,-0.005160938,0.013264458,5.36E-05,0.011569369,0.020445194
31/5/17,0.013373935,-0.000884928,-0.021718242,-0.000262679,-0.0041,-0.015482977,-0.033234277,-0.026649026,-0.0341,0.005578578,-0.00219982,0.004049775,0.001006355,0.005829516,-0.00847463,0.014316158,0.001696942,0.004987718,-0.005858441,-0.002344944
30/6/17,0.005621478,-0.002127273,-0.013440867,-0.000631818,0.0077,-0.019406653,0.02700911,0.018852154,-0.051533333,0.005510847,0.004731394,0.008284601,0.000686198,0.001316922,0.008884372,-0.006770961,-0.005607071,0.005528912,0.006186204,3.29E-05
31/7/17,0.019653653,0.000437727,-0.029340375,-0.001111818,-0.0092,0.044827401,-0.012216762,-0.013028891,-0.0288,0.005413157,0.006119489,0.001376745,0.006943438,0.012116956,0.005459401,0.004843654,0.001652501,0.00760257,0.018520926,0.008115025
31/8/17,0.002156477,-0.000545435,-0.002102075,0.000288696,0.0033,-0.007799285,-0.015927676,-0.029881937,-0.0525,0.005691612,-0.000465496,0.001783052,0.002181226,-0.004228938,-0.000369845,0.004394802,-0.003908518,-0.005873041,-0.022804641,-0.006298137
29/9/17,0.019518469,-0.000214565,0.00439315,-2.87E-05,-0.0108,0.032680077,0.039457762,0.016268733,-0.0739,0.004993572,0.011838048,0.002551207,-0.003645883,0.007618591,0.019484984,0.009003643,0.005268526,0.023284247,0.034556162,0.027270012
31/10/17,0.022165691,0.001111667,0.015733584,-0.00138,0.0067,0.037467423,-0.014198683,-0.030780475,-0.0795,0.005581301,0.003332458,0.000354969,0.006722072,-0.001010759,0.003763102,-0.000335226,0.014033326,0.007173935,-0.015036501,-0.030049354
30/11/17,0.029410375,-0.001638095,-0.016045206,-0.000433333,0.011,0.013725714,-0.00164831,0.00022347,-0.156866667,0.005741973,0.008897926,0.00032474,0.000349933,0.000493607,0.015632395,0.01711759,-0.007276073,0.013387893,0.019882229,0.022230995
29/12/17,0.010086587,-0.000418571,-0.009969246,-0.000991667,-0.0024,0.04318034,-0.01510505,0.006590794,-0.074566667,0.005476255,0.014335562,0.008025057,0.002806564,0.009315095,0.018814403,0.011592112,0.01607554,0.006165436,0.026818753,0.02609866
31/1/18,0.05455433,0.000904286,-0.033005859,-0.001413095,0.025,0.033620813,-0.02766374,-0.030497644,0.242366667,-0.009631873,0.014408118,-0.000563163,0.016240955,0.013290931,0.02245406,0.01250971,-0.003891122,-0.001036001,0.012063966,0.000526301
28/2/18,-0.03865626,0.001196241,0.016468054,-0.000251378,0.0631,-0.033968977,-0.00195643,-0.022352338,-0.045766667,0.009689242,-0.022620749,-0.026455303,-0.027605337,-0.006043655,-0.025317804,-0.056720743,-0.019177548,0.019126135,-0.015638976,-0.028973657
30/3/18,-0.026940039,-0.001553383,-0.007076951,0.001465664,0.0012,0.021972783,0.035802334,0.010058437,-0.0678,0.010693672,-0.005186393,-0.001481085,-0.002572902,-0.000571014,-0.004929015,-0.007863137,-0.014814896,-0.003364616,-0.012669322,-0.036271675
30/4/18,0.00242844,-0.000347619,0.020538081,3.33E-05,-0.0404,0.049143699,0.00521631,-0.00019135,-0.036166667,0.008914909,0.005949122,0.006774207,-0.000195756,0.010664024,0.00566441,-0.016473723,0.005920296,0.009288227,0.035846082,0.015609671
31/5/18,0.022392036,-2.77E-05,0.023012532,0.000513203,-0.005,0.014370413,0.033726998,-0.036988589,0.136166667,0.008131994,0.01672195,0.008440906,0.002048273,0.003500992,0.027663991,0.014663927,0.022170734,0.01741496,0.019116511,0.018623827
29/6/18,0.004736539,-0.00101039,0.005210971,0.000753463,0.0066,0.013461814,0.000681163,-0.007112733,0.0248,0.008802082,-0.004769652,0.001143082,-0.005304242,-0.000804719,-0.004618839,-0.00985587,-0.006122568,-0.009032542,-0.00664779,0.003969722
31/7/18,0.034939669,-0.000828571,0.000888776,-0.000266667,-0.0326,-0.035947568,-0.016682935,0.00988248,-0.137566667,0.007182613,0.007808923,0.007895573,0.002964107,0.010508282,0.006864292,0.006257362,0.007647943,0.018018276,-0.002180441,0.017353784
31/8/18,0.03046358,-0.00077764,0.006178391,-0.000200828,0.0003,0.010717449,0.008293586,-0.03856173,0.057366667,0.006787653,0.008538618,0.009003245,0.003924839,-0.000644504,0.017228081,0.0146848,-0.001716023,0.000418451,-0.01105683,-0.014627947
28/9/18,0.004175638,0.000224256,-8.41E-05,-5.08E-05,-0.0074,0.038534101,-0.028138192,-0.003592733,-0.0459,-0.068381701,-0.003309679,-0.000154203,-0.003929488,-0.000576588,-0.005495965,-0.003992057,0.008336971,-0.002802705,0.010867961,0.013232703
31/10/18,-0.072700509,0.000201435,0.020754,0.000419378,0.0911,-0.060207669,-0.041588402,0.040511059,-0.0045,0.012423118,-0.034762051,-0.046946285,-0.016482748,-0.0156135,-0.046666997,-0.038352142,-0.047366427,-0.03620888,-0.011907147,-0.037272401
30/11/18,0.018370597,-0.001160909,0.001491777,0.001852727,-0.0316,-0.119698153,-0.004463491,0.018842069,-0.0828,-0.048888875,0.003906939,0.074122295,0.004812964,-0.00428892,-0.003988318,-0.01319431,0.000942877,0.012695012,-0.040044017,0.024267853
31/12/18,-0.096575231,-0.003224737,-0.011362525,0.001943684,0.0735,-0.080686589,-0.031013386,-0.011192742,0.0723,0.016176915,-0.04464555,-0.067230915,-0.014275931,-0.021706358,-0.055908622,-0.028729613,-0.06029778,-0.068351396,-0.071876756,-0.070170606
31/1/19,0.074985443,-0.001305263,-0.006205985,0.001088221,-0.0885,0.086072644,0.026103256,-0.011120341,-0.105566667,0.009002291,0.048826585,0.004888245,0.005604167,0.050733898,0.069171425,0.016249265,0.082181033,0.050719094,0.081060944,0.091661072
28/2/19,0.029803276,-0.000515789,0.006039604,-0.001325063,-0.0179,0.037424893,0.017299748,-0.003702712,-0.066533333,0.008712906,0.006787576,0.01177858,0.001348852,-0.00532501,0.01293593,-0.002423991,0.010528708,0.003746735,-0.033301937,-0.01132619
29/3/19,0.017345902,-0.001212782,0.011652263,-4.64E-05,-0.0107,0.015964241,-0.038419125,-0.021727907,0.109233333,0.008739368,-2.51E-05,0.003244574,0.000840926,0.000989172,-0.000708574,0.003351621,-0.001376872,-0.007463405,-0.011063174,-0.001006483
30/4/19,0.037591047,-0.00017619,0.002002434,-0.001014286,-0.0059,0.028094884,-0.006183976,-0.009332482,-0.099566667,-0.036558713,0.013160349,0.006685234,0.000845703,0.010167471,0.019426654,0.011560923,0.007970219,0.027467683,0.012124439,0.010669655
31/5/19,-0.067757941,-0.001077056,0.002776229,0.00067381,0.0559,-0.085706902,-0.015114254,-0.00120843,0.292633333,0.011068055,-0.024122106,-0.007244603,-0.012551235,-0.008211038,-0.031420115,0.000933656,-0.032035249,-0.047275403,-0.037631133,-0.039841901
28/6/19,0.066304488,-0.001373182,-0.016711757,0.00151,-0.0363,0.043351024,0.000425112,0.002904266,0.036833333,0.009135826,0.021174933,0.008978115,0.00961456,0.003117709,0.026779086,0.011659163,0.033175129,0.030291882,0.034602735,0.033963736
31/7/19,0.012370418,0.000595909,0.024517529,-0.001650909,0.0104,-0.002116471,-0.009699294,-0.014075818,-0.002966667,0.004528994,-0.001752284,0.005576833,-0.001437151,0.004041181,8.20E-05,-0.003727906,-0.006770444,-0.006262044,-0.025494127,-0.004964819
30/8/19,-0.01756686,-0.002781818,0.004052034,0.000227273,0.0286,-0.057872932,-0.032164114,-0.022157702,0.244866667,-0.009036363,-0.015175171,-0.003968366,0.008769061,-0.007109573,-0.022779663,-0.002187012,-0.017080808,-0.053489952,-0.01847123,-0.031587643
30/9/19,0.016737828,0.001290909,0.004649693,-0.000331364,-0.0274,0.017340647,0.003407347,0.034932147,-0.0945,0.012428504,0.000535807,-0.002104831,-0.005749981,0.00446927,0.000282642,0.002842998,0.000507925,0.012626643,-0.006491352,0.000791116
31/10/19,0.01992611,0.002631818,-0.020587423,0.000126818,-0.0302,0.012371497,0.005023472,-0.013920717,-0.136566667,0.014117326,0.002948073,0.006456884,0.000122252,-0.005005209,0.006186843,-0.004338551,0.009738132,-0.011665494,-0.002240735,-0.011123339
29/11/19,0.03445659,0.002118182,0.009416044,-0.000952871,-0.006,-0.000127955,0.003133845,-0.012976195,-0.0524,0.010355628,0.01341234,0.004013045,0.002035393,0.001350824,0.017594595,0.001728,0.010676204,0.026710886,0.006105076,0.004716167
31/12/19,0.028270473,0.00057619,-0.019357233,-0.001107519,0.0116,0.067546805,5.26E-06,-0.002705196,0.059933333,-0.00547459,0.011163592,0.003741187,0.009602104,0.006822907,0.013519187,0.00869,0.001226203,0.022385263,0.021456762,0.016401762
