Security 1  - Optimal Weights
Date,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10,Sum of Weights
2006-07-31,0.2724479375897463,-0.25539886650118093,-0.16196649758294399,0.8221446384277019,-0.03330073677904586,0.037704640322741775,0.25452030904367134,0.0027243809419097223,0.011586497557677364,0.04953769697972249,1.0000000000000002
2006-08-31,0.27248443146685175,-0.2608914677953973,-0.1577783803519225,0.8210904274556796,-0.03354132127400755,0.03777839116085381,0.25739161502679714,0.0031142221470893804,0.011379149111540292,0.048972933052515384,1.0
2006-09-30,0.28267158388372055,-0.3589593742962723,-0.1549274792856582,0.852926994340144,-0.03338679282638847,0.037047151361643126,0.24684188650546343,-0.0008383176604629942,0.015409556508894777,0.113214791468916,1.0
2006-10-31,0.2969000783135683,-0.44015141250789425,-0.1565401459007166,0.9535259076639171,-0.032231920921232726,0.04670687294414627,0.2626169166668487,-0.029653114973323555,0.011104950532655615,0.08772186818203118,1.0
2006-11-30,0.28897996343134397,-0.4870043865998921,-0.15080560690545836,0.99533205751667,-0.05113930758701667,0.04736283089048913,0.24605637839222036,0.015807164925366747,0.011409091209193,0.08400181472708391,0.9999999999999999
2006-12-31,0.28303697768276903,-0.44777619771717,-0.15839662800828255,0.9929015313577427,-0.06667832578412722,0.04707869728225309,0.24491454765694076,0.006407963556984945,0.011931576594544281,0.08657985737834485,0.9999999999999999
2007-01-31,0.2892952919548467,-0.5375221326625839,-0.1571377021662675,1.0766882678270961,-0.061295528022185,0.04588487714496955,0.23800974344250336,0.009469065156687781,0.010639824294680427,0.0859682930302524,1.0
2007-02-28,0.30488803173983053,-0.5649160567127395,-0.16236847568035134,1.094241337107489,-0.04697863471482043,0.0472662824330435,0.2343962353895176,-0.004165720995420258,0.013241792890005231,0.08439520854344579,1.0000000000000002
2007-03-31,0.30790909103279124,-0.5940990567391656,-0.1634411549353697,1.1006909294741742,-0.03490731454731836,0.04958142569476293,0.2351637476429647,0.008182689038313208,0.009730746229182748,0.08118889710966465,1.0000000000000002
2007-04-30,0.30836431785774315,-0.5539810333150723,-0.1605807169761016,1.0566983145629432,-0.03468119269662898,0.04974275417198137,0.23657328968966687,0.008208166467738087,0.010521342634559379,0.07913475760317078,0.9999999999999999
2007-05-31,0.3068197367624851,-0.5128763948074196,-0.16820331064360844,1.0140473340807117,-0.031187131103468907,0.0490880457667899,0.23947065196003411,0.01138078163920548,0.008858158145841047,0.0826021281994297,1.0
2007-06-30,0.33058808151398705,-0.48598026619731194,-0.13979564765792096,0.8379039752212935,0.01171498525562562,0.05369890399709083,0.2612650887356164,-0.004225643703803274,0.008052700396176182,0.12677782243924662,1.0
2007-07-31,0.3458003018817024,-0.46400238581565645,-0.11965058214965513,0.722840038382912,0.024957541190920758,0.0564383726703718,0.254920001821809,-0.016665367317395215,0.008734956640497057,0.18662712269449383,1.0000000000000002
2007-08-31,0.35856505720114207,-0.2914240056326142,-0.13144745234036317,0.5511888616255184,0.03118396244170905,0.053689491254029116,0.30180743020158113,0.0286798686614728,0.0048156717104419775,0.09294111487708283,0.9999999999999998
2007-09-30,0.3530773929492011,-0.16948498883224275,-0.11534085992494712,0.3010568911973414,0.04023198165988228,0.051720640650283194,0.29123030900020636,0.02492807634593985,0.007637286677163917,0.21494327027717172,1.0
2007-10-31,0.368626352610086,-0.11943836555955896,-0.13171612474980163,0.3248848868609972,0.014961755302316226,0.0573288610153321,0.2595597673455396,0.016478429489107577,0.011957495455512543,0.19735694223046937,1.0
2007-11-30,0.38334738169688953,-0.1667677933006937,-0.1472264359991507,0.4486489127948916,0.0032032976631414505,0.0640212430243266,0.23784244455325979,-0.029728019274697447,0.008714045321948206,0.19794492352008478,1.0000000000000002
2007-12-31,0.3830179166707116,-0.19526825681847892,-0.1466357919607584,0.4832735900460313,0.001911985599690602,0.06431234922743029,0.23782195218330487,-0.02931203379722141,0.008914439490256703,0.19196384935903338,1.0000000000000002
2008-01-31,0.41238103235607537,-0.28051421854704717,-0.1386925649745421,0.701379416861091,-0.0034827451647033263,0.06869291143418889,0.23471635822579037,-0.042252542208112046,0.0046403752546491555,0.04313197676260989,1.0
2008-02-29,0.43817879667381626,-0.4108448307575137,-0.11513101603696105,0.8266668686520214,-0.006232869841366264,0.06295124089026692,0.22578105843270152,-0.029752976578522362,0.009211559404873488,-0.0008278308393161785,1.0
2008-03-31,0.36262453079610024,-0.18413047532325816,-0.17216529172523032,0.7778063409706496,-0.057676391737728594,0.07439712575696607,0.2223244015578358,-0.10213071648689048,0.00884649364571262,0.0701039825458433,1.0000000000000002
2008-04-30,0.41213219055019507,-0.45090299502478015,-0.11348704894976279,0.9237395642251841,-0.02306129544720467,0.08533367316553592,0.20514590808997787,-0.0874096698909932,0.00987109226355044,0.038638581018297445,0.9999999999999999
2008-05-31,0.40772614353002085,-0.5643311395788133,-0.10001397810146417,1.0112739620996474,-0.009448193977141436,0.08855929793846705,0.2075140789998334,-0.09824069593300958,0.012408466145266719,0.04455205887719323,1.0
2008-06-30,0.41199087130015155,-0.6039803798895506,-0.10417140123443401,1.0647023023289683,-0.011227588937612176,0.09136914563280456,0.21464550722575954,-0.10364956073809609,0.012491527439462137,0.027829576872546537,0.9999999999999998
2008-07-31,0.37427809469001266,-0.5547543080837107,-0.11333258222821796,1.0282035702311594,-0.004864591635084077,0.09655736124376306,0.2332306793244872,-0.13553858080178663,0.008542918194868675,0.06767743906450822,0.9999999999999997
2008-08-31,0.37726030857006415,-0.6987900192407649,-0.11900831891684834,1.2113917444950795,-0.00974886243771122,0.09967741220812913,0.21419126383004158,-0.146333182532466,0.008686433669140342,0.06267322035533576,0.9999999999999999
2008-09-30,0.3759903274568929,-0.8208572727485415,-0.11319546400682415,1.3369821596435325,-0.013541584486438977,0.09846044268709873,0.21040108059582788,-0.14638717460167167,0.010754885641417487,0.061392599818706775,1.0000000000000002
2008-10-31,0.3758058082770987,-0.7469336978785969,-0.08873747613777123,1.2485202666330637,-0.01688021298331381,0.10099904163321716,0.21440308543353298,-0.1320658495398305,0.00927829458083452,0.03561073998176532,1.0
2008-11-30,0.34307881754623915,-1.2728064148470069,-0.03809515776129027,1.6153728303922799,0.07440197128516322,0.08244849000544033,0.21031904117272027,-0.1876352244566735,0.020837163271744962,0.15207848339138283,1.0000000000000002
2008-12-31,0.3041066896988566,-1.3688218423482374,-0.06011558546623485,1.8598917191271735,0.027194729308648094,0.07567459474576484,0.1927006068801017,-0.18689410266969875,0.02090238946837385,0.13536080125525235,1.0000000000000002
2009-01-31,0.30755566189602546,-1.219686239161071,-0.038130432824844594,1.6575963866919892,0.03974251257386049,0.07823774440067828,0.19517090817917682,-0.18419966693505624,0.019735856137815665,0.14397726904142572,0.9999999999999998
2009-02-28,0.2587405401223301,-0.9817390096501599,-0.003998880015651765,1.5381237756776325,0.02830507279957741,0.07498477072751128,0.20131519749068302,-0.2814923477250028,0.010439581144182234,0.15532129942889797,1.0
2009-03-31,0.24923806897127346,-0.9051364468948321,-0.010713011073443418,1.4905668623784352,0.025461727018718797,0.07220716048635133,0.20824158689150274,-0.29432313902423374,0.009781814348767763,0.15467537689745986,0.9999999999999998
2009-04-30,0.24396890317692255,-0.905384614769925,-0.005663029520544275,1.472870353113967,0.024943566001637232,0.07354184145624017,0.21675358594108127,-0.28933462809990557,0.010698324887268622,0.15760569781325814,1.0000000000000002
2009-05-31,0.2514134103939599,-0.6664683568580971,-0.004187598466358657,1.189844758766883,0.020569777187815684,0.06585562218753185,0.23953213097598722,-0.27051959282579,0.007939540603922112,0.16602030803414583,0.9999999999999999
2009-06-30,0.24856016447118087,0.06553625419114209,-0.04002036401041275,0.4675611657529156,0.00160200812800237,0.06707809297317842,0.21481735706868518,-0.2272684048874729,0.019142717763020314,0.1829910085497608,1.0
2009-07-31,0.24906063032399564,0.06750786361531011,-0.037804771446654464,0.47216739274725683,0.0007418809255474064,0.0685145775902056,0.2088126614985695,-0.23095344630675982,0.020620026034298234,0.18133318501823098,1.0
2009-08-31,0.2627013506887457,0.09902230952440075,-0.050990939258563135,0.43031033632975574,0.013174783131200768,0.06398764728392345,0.21745325390552117,-0.2417681508753209,0.019815006812934483,0.18629440245740192,1.0000000000000002
2009-09-30,0.272732049037433,0.3250697580054866,-0.043539858290555115,0.13730972978420092,0.02102920995633718,0.059647589805751466,0.21933297250851005,-0.211888569110487,0.020394369034718716,0.19991274926860428,1.0000000000000002
2009-10-31,0.2860424854126046,0.36712314584339617,-0.05393715364581684,0.10288013523203358,0.029760723340190663,0.0538463451897182,0.2147887936726918,-0.22249227915301575,0.020432809217633012,0.20155499489056455,1.0
2009-11-30,0.2863089598011306,0.3706528602574241,-0.05572480397333705,0.08962494920792811,0.03094737354819554,0.05338837843403719,0.22137410869213378,-0.22110000026518264,0.021115712280046623,0.20341246201762375,1.0
2009-12-31,0.29064839624845384,0.33543016880376836,-0.032628991858276536,0.18349743095909377,0.016878388474879602,0.057566752882260694,0.17372531993809387,-0.22991295179543902,0.01905062092310325,0.18574486542406218,1.0
2010-01-31,0.2811967620731608,0.30531997403160965,-0.021379894808928743,0.19225005915677065,0.012643743951804388,0.06382648658855192,0.17787910145945132,-0.22148100831452228,0.019903576365318244,0.18984119949678407,1.0
2010-02-28,0.27538341749592526,0.3822652228443699,-0.021174792459956727,0.10046495433721633,0.012689714198627928,0.061277358990902,0.1823904471179472,-0.20701340918672212,0.01830052415730899,0.19541656250438125,1.0000000000000002
2010-03-31,0.2724970382986099,0.4009914357798441,-0.0242064360037399,0.11168919628477393,0.009058106141936,0.05891576991510142,0.1834245207731769,-0.21753844793405244,0.016493814307059682,0.18867500243729046,0.9999999999999998
2010-04-30,0.27420056134422477,0.38983605461350695,-0.0159882714303776,0.106698253995535,0.00983093302071425,0.06072100325101571,0.18210423468591472,-0.21257472578403358,0.01542531718040957,0.18974663912309017,1.0
2010-05-31,0.2779944625800088,0.4293727032789635,-0.014933491517141998,0.06299038698748877,0.015079539120090133,0.059962868330002465,0.19506982634233183,-0.21093124260058843,0.014494953268450636,0.17089999421039423,0.9999999999999997
2010-06-30,0.27439466622335745,0.4863189163768574,-0.02576818754516183,0.04987133923778151,0.0065601738970475386,0.05901232232948828,0.18729869766944207,-0.2099775232545674,0.01221417373154507,0.1600754213342099,1.0
2010-07-31,0.2679851776336243,0.44199672035019355,-0.04461747522704664,0.16195814879723994,0.0044248413224569835,0.05682189713381481,0.16902093932042653,-0.2177272092752759,0.008466579491145388,0.15167038045342107,1.0
2010-08-31,0.2678403071674676,0.4411509712349483,-0.042839488562014284,0.15762537798662662,0.005550263751724959,0.05716007559469113,0.16992004363657107,-0.21712643874641474,0.008286081848052214,0.15243280608834714,1.0000000000000002
2010-09-30,0.26588851574802924,0.3970206710237402,-0.02569571402692996,0.1795452639617283,0.002737997983268286,0.06024829719429366,0.15816773613316049,-0.20546746279409622,0.010315034449034668,0.15723966032777123,0.9999999999999999
2010-10-31,0.26871540764581225,0.4414999434400904,-0.052778438557475035,0.15926539268779422,0.011467808085332428,0.055945500278167345,0.16807660167849042,-0.2213171736666515,0.009535185679005338,0.15958977272943412,1.0000000000000002
2010-11-30,0.27660058148469147,0.43143025441922445,-0.06182700079612636,0.18757553057889098,0.016687762255452453,0.05198831414594506,0.16517015330496126,-0.23662257957796629,0.009379624894232951,0.15961735929069398,1.0
2010-12-31,0.2681186723487704,0.4592121199395385,-0.08448727797564765,0.20127828720934615,0.014411512539922839,0.050353312341794625,0.15685471632048292,-0.22753914991646365,0.007447272713252914,0.1543505344790029,1.0
2011-01-31,0.2697122814340637,0.6387509247201701,-0.09220832703180484,0.01889402605176438,0.01162161076449367,0.04728410675916242,0.1601468343803562,-0.2178523935833219,0.008599953971241728,0.15505098253387448,1.0
2011-02-28,0.27901189944799276,0.8098808322227009,-0.06607955241308454,-0.05281161944650566,-0.009429400111090855,0.04052041275719366,0.10324464792278751,-0.24084347258109529,0.011502401098392158,0.12500385110270934,1.0000000000000002
2011-03-31,0.27938594011814305,0.8290221567388417,-0.0700873555708548,-0.07555978363875795,-0.007400890775772508,0.04124560257606915,0.10934778513709562,-0.24179864623376307,0.01151524692446598,0.12432994472453276,0.9999999999999998
2011-04-30,0.2886826170068889,0.87427953251214,-0.06363953661017084,-0.0882478575583726,-0.010954590456307058,0.03659491846331285,0.0849231166111073,-0.24781793863220344,0.012892641188782281,0.11328709747482274,1.0000000000000002
2011-05-31,0.2878695926697029,0.8405045482506458,-0.055805501189086566,-0.04336749654538286,-0.013981168626561367,0.03572886044442357,0.0848253914943786,-0.2557306197400369,0.010227231094300314,0.10972916214761658,1.0
2011-06-30,0.28787006122766723,0.831032525797654,-0.056248393773516155,-0.028907802948985123,-0.013763368666731623,0.03495916075875189,0.08126679157487295,-0.25456550141155326,0.009345197231851553,0.1090113302099886,1.0
2011-07-31,0.29044808102612646,0.8466168135375632,-0.053593762354221856,-0.05128213023405541,-0.012738114032579415,0.03539105822662362,0.08098734707180942,-0.2553722328025575,0.010683159110966116,0.1088597804503253,1.0
2011-08-31,0.3060156241894908,0.9458473735274726,-0.06378780418033504,-0.05180715654152258,-0.010149095725626273,0.027266245057325677,0.07718382847851507,-0.31473877116171894,0.015548718213111646,0.06862103814328716,1.0000000000000002
2011-09-30,0.30071889186011236,1.078054707023643,-0.06493827045706344,-0.17320514897045378,-0.01725314008529429,0.025149606905356076,0.08092499147107367,-0.30690360047150517,0.01449205542121147,0.06295990730292006,1.0
2011-10-31,0.31642144851462417,1.0743514587767276,-0.05622568713757585,-0.17817376588115635,-0.009883330579082576,0.019533941447773602,0.06669103530039656,-0.314949696686883,0.015781335079311787,0.06645326116586404,0.9999999999999998
2011-11-30,0.3133884096680707,1.0740439830462203,-0.053542211302117115,-0.17374072713525482,-0.01116006217367791,0.020939698270934712,0.06121166418918361,-0.31138293451170546,0.015396499636683495,0.06484568031166257,1.0
2011-12-31,0.31381595345434743,1.1039345083519403,-0.056840468514405815,-0.1815978311924649,-0.012696384031471275,0.01721469201348615,0.05671062125902288,-0.3143580381748423,0.01424031943208109,0.05957662740230657,1.0000000000000002
2012-01-31,0.304353518660376,1.0415217983986562,-0.038782986963510305,-0.12572469811729878,-0.02473443207807993,0.02355444514691623,0.05367002408767392,-0.3026692324820921,0.0136912603869247,0.05512030296043391,0.9999999999999999
2012-02-29,0.30508165918913793,1.0252207157230515,-0.0421457639400085,-0.10026832163976021,-0.02421909251814012,0.022594257821396593,0.05624631902548566,-0.309051753835899,0.012270038872346388,0.054271941302389805,1.0000000000000002
2012-03-31,0.31306972623510415,1.0684488546842759,-0.03107660624575544,-0.13139483697750268,-0.0310530046587567,0.018427836458070675,0.04407705936451303,-0.3161795601002675,0.014287049985756766,0.05139348125456186,1.0
2012-04-30,0.3102089616587499,1.046346206053566,-0.031645945677531866,-0.12067743027309191,-0.0294947113969906,0.02089465712049415,0.05088356151047815,-0.31518194346218065,0.015247727332725199,0.05341891713378155,0.9999999999999999
2012-05-31,0.3143928020176669,1.0592870527107097,-0.03527835339221993,-0.11976907303763133,-0.02800982136693423,0.018497324656163442,0.044438325008257305,-0.31995972156160074,0.014628300990950088,0.05177316397463895,1.0000000000000004
2012-06-30,0.314927244073137,1.0452450898056784,-0.030211210047677396,-0.12364436321145995,-0.02704902868422524,0.019468811912221353,0.048956553780576346,-0.31947129278385594,0.017134553708028268,0.05464364144757712,0.9999999999999999
2012-07-31,0.3124289086707077,1.0321669009693684,-0.031245404505071895,-0.11347457936627871,-0.0290816524939225,0.020230482972518678,0.050468755969971836,-0.31374633665835194,0.01687680580187026,0.05537611863918821,0.9999999999999999
2012-08-31,0.3167472563429151,0.9947044993705317,-0.023112536574254147,-0.08728834523284978,-0.026534320048581004,0.023781693393047428,0.04119263693483793,-0.3131747659859594,0.016903503528772415,0.05678037827153962,0.9999999999999998
2012-09-30,0.3248654507888833,1.0343184936346825,-0.031842134925507554,-0.11891041507378064,-0.0221850597828234,0.017324683618884285,0.045247626462096534,-0.3267914469029986,0.017792246870080377,0.06018055531048318,0.9999999999999999
2012-10-31,0.3239879716182479,1.0240778184368338,-0.03161238114180807,-0.12025703991889479,-0.01880716424392756,0.014695640525485327,0.052707978425952456,-0.3206182290759959,0.015118767971382016,0.0607066374027248,0.9999999999999999
2012-11-30,0.31660436532766584,1.0569182480826127,-0.03706219425506417,-0.1619737482665651,-0.01828090486528404,0.011201216759188148,0.04560876717397884,-0.2871777902669944,0.01024480702795105,0.06391723328251114,1.0
2012-12-31,0.3187946392549267,1.112799090780302,-0.05099869425616594,-0.18972088873397439,-0.013718993110443015,0.007446735992574285,0.03578122728660792,-0.29816912626912795,0.011153963251699265,0.06663204580360114,0.9999999999999998
2013-01-31,0.33047591917413466,1.1513185932737322,-0.07092022173097343,-0.2971518996733687,0.0075378130493266365,0.0020048050259471165,0.05494008166503707,-0.28633920041348593,0.012438683101441785,0.09569542652820863,1.0000000000000002
2013-02-28,0.34440425024745336,1.2080423900757908,-0.06104821715692778,-0.352079876831723,0.006371758362159225,-0.002053098712607332,0.04842901343800446,-0.2975487962154198,0.013929826665028794,0.09155275012824135,1.0000000000000002
2013-03-31,0.36161587557394614,1.1223912482550984,-0.05109200879118129,-0.2749583931356477,0.007405883310543506,-0.012606441624518572,0.03777154670135848,-0.28246332421901266,0.00948894318711989,0.08244667074229386,0.9999999999999999
2013-04-30,0.3581135914484631,1.3651403483523106,-0.09457396350889047,-0.47712791793397064,0.012158640015940983,-0.023432557050439763,0.055690747474965996,-0.3026975877136241,0.013693999943524266,0.09303469897171994,1.0
2013-05-31,0.3438334212333103,1.3301531053259923,-0.09619789529838828,-0.4546486251708709,0.010402048879495966,-0.018897314900542344,0.06992486540339803,-0.29107864240731834,0.012206019798520162,0.09430301713640307,1.0
2013-06-30,0.3488412304386739,1.401286994183248,-0.11474017207279263,-0.5510880441440136,0.019449924496390103,-0.02568336770720519,0.05719628633952482,-0.2604971082246172,0.013208809255739374,0.11202544743505248,1.0
2013-07-31,0.38691343432862935,1.4121411358244083,-0.09303696973798702,-0.5254044989960529,0.01070503464739849,-0.0443045087831832,0.01391787607710597,-0.2634442260703655,0.01227414287034019,0.09023857983970643,1.0
2013-08-31,0.3819121942644584,1.4196707440488798,-0.10296577499579551,-0.5382273111751585,0.011116488095190327,-0.0519322652209674,0.03388836772674015,-0.25661007729296603,0.009685931797756946,0.09346170275186186,0.9999999999999998
2013-09-30,0.37872838959173616,1.4213875006977554,-0.11363816246859394,-0.5247023036896717,0.012322946542960416,-0.05301730417273424,0.03058298932985508,-0.2517100290691396,0.007608862172117323,0.09243711106571494,0.9999999999999996
2013-10-31,0.3737548794770599,1.4933520832390774,-0.11656101043579949,-0.5521618623859995,0.009770982412164371,-0.06020327603158331,0.02848056702650194,-0.23017544885613236,0.0072258651294497414,0.04651722042526138,0.9999999999999999
2013-11-30,0.3709913914577004,1.420107628971517,-0.08395794745062944,-0.47448606322137277,-0.014336116963983611,-0.03997962002909348,0.025259859254738164,-0.2330167651214806,0.005364003698565061,0.024053629404039177,1.0000000000000002
2013-12-31,0.3677425634833133,1.42619932987152,-0.08539422676300351,-0.47015471141174897,-0.017187074399693206,-0.040519421347062594,0.02180231219133133,-0.23073494143463225,0.0052073154023013005,0.023038854407674562,1.0000000000000002
2014-01-31,0.38979141386395755,1.512863396771817,-0.029340749511496737,-0.7012633829267259,0.026304088923137934,-0.005860594101397771,-0.012698265540564996,-0.21126516584993207,0.0012905633397366767,0.030178695031468333,0.9999999999999999
2014-02-28,0.3771706110989405,1.2107930820995283,-0.06780584959539349,-0.5639630168571635,0.04086278779334191,0.012531524021216834,0.039904483219796956,-0.08453933979612828,0.00488827585891522,0.03015744215694572,1.0000000000000004
2014-03-31,0.42821796462596073,0.6871363330329505,-0.043732737007836704,-0.3034165254985221,0.07200818707917628,0.035611230198776905,0.05211201413743541,0.04509978993706182,0.00963768046694556,0.01732606302805165,1.0
2014-04-30,0.43640738118601236,0.6594482655612366,-0.050128224367039904,-0.26542153025153353,0.0769632844508199,0.03379757289797422,0.055233490072312943,0.02133720518393068,0.009842356884495487,0.022520198381791156,0.9999999999999999
2014-05-31,0.42444094223059686,0.6674425824096006,-0.049481522775727864,-0.2537249940941416,0.07911264835240876,0.042683604809248044,0.037087682341898395,0.021225603642712306,0.009537805078467567,0.021675648004936855,0.9999999999999998
2014-06-30,0.43285824765321296,0.416716904249622,-0.03710254858971856,0.08094171635685905,0.07281835961218755,0.009720158355169676,0.05733402434724856,-0.019839254568906537,-0.001731599050715275,-0.011716008364959427,1.0000000000000002
2014-07-31,0.4352854244236096,0.31033095759463114,-0.03969868590005661,0.1610249623449126,0.07781420927639458,0.012402787130188024,0.06426926431772384,-0.007547169630002063,-0.002237544227560784,-0.011644205329840313,1.0000000000000002
2014-08-31,0.44357604199936196,0.23033737625439824,-0.04701102211825216,0.20625433804585264,0.08609383691828783,0.012179194127095783,0.07636726238595708,0.003666844558219462,-0.002610483044965413,-0.008853389125955437,1.0
2014-09-30,0.4427252292328222,0.17633744196556914,-0.03268433215295394,0.290182880158838,0.07288589418624342,0.011481977773012832,0.07817819267964093,-0.021504689407649238,-0.0012623979446628375,-0.016340196490860492,1.0
2014-10-31,0.4286162143290112,0.2899807456843603,-0.013394837395240633,0.21121703780494716,0.05650125603832638,0.016007955280328372,0.06185266547126823,-0.025822006518243172,0.0005611893727083851,-0.025520220067466192,1.0000000000000002
2014-11-30,0.41486140545281847,0.40147483920599525,-0.011229739357072813,0.11967534752425162,0.06361092216617859,0.03420983613432349,0.02796177244410714,-0.03116229348930926,-0.0026095279023190744,-0.01679256217897338,1.0000000000000002
2014-12-31,0.4140845882436815,0.41716265530418206,-0.013137296820479573,0.1067902803239727,0.06603277118709178,0.02899020468897192,0.03607374560454774,-0.034154031413499916,-0.003129917318612497,-0.01871299979985572,0.9999999999999999
2015-01-31,0.42181138581814415,0.34815058927235476,-0.03683355185976846,0.1734038946393197,0.07544948876687746,0.02507374650328971,0.02452016021579568,-0.010100697231767493,-0.002350310927250509,-0.01912470519699497,1.0000000000000002
2015-02-28,0.43256153532486985,0.2339709823360761,-0.004431773339412513,0.2634096416881152,0.06766890027297517,0.03533423976759569,0.028242027670552068,-0.04359231692585392,0.0056560941996496895,-0.01881933099456733,1.0000000000000004
2015-03-31,0.4320832025433313,0.301939803980585,-0.004568473114711492,0.21747018509940488,0.0647943966241316,0.03276985419339224,0.024495427256898992,-0.054348229404579264,0.005467992965603069,-0.02010416014405632,1.0
2015-04-30,0.42873288724710984,0.34901419279010504,-0.0011722072850987733,0.17487511978895373,0.06254314253467451,0.029033593499303612,0.03347431625989488,-0.06189902886478047,0.004904885098419211,-0.01950690106858158,1.0
2015-05-31,0.4194807550181948,0.44667544071458526,-0.0065317503715108405,0.11891288720641253,0.052725942998045144,0.02196437112510719,0.032000385991889604,-0.0798492569124736,0.005004932953990773,-0.010383708724240838,1.0
2015-06-30,0.42041647271275456,0.4623730761344931,-0.00171043935982856,0.10217719709540657,0.05135300195881097,0.021694287138635065,0.03208800615766208,-0.08235720062145228,0.004903282047671753,-0.010937683264153269,0.9999999999999998
2015-07-31,0.45069493540694255,0.6531001363016735,0.023830092583350324,-0.14642735431136325,0.0544175306036683,0.01865163610282973,0.033836263598840184,-0.07188727771555929,0.008740047489397449,-0.02495601005977945,1.0000000000000002
2015-08-31,0.45114691591843104,0.6451944356187819,0.024237966946219477,-0.14559656244470098,0.05558941919048798,0.019729655558293986,0.03469967823017354,-0.07009352758227294,0.008890238012471708,-0.02379821944788576,0.9999999999999999
2015-09-30,0.4575287551262177,0.7069852960935123,0.033567545135146815,-0.20231352123505597,0.049807206018329504,0.019984848797372765,0.049852365623875114,-0.07939764703259308,0.007431398345418164,-0.04344624687222341,1.0
